Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,15343041,3,"Wednesday, May 15, 2013 17:09:15 UTC",33.5097,-116.4587,1.0,10.80,28,"Southern California"
ak,10717511,2,"Wednesday, May 15, 2013 17:06:06 UTC",61.8854,-150.9336,1.9,9.10,19,"Southern Alaska"
pr,13135004,0,"Wednesday, May 15, 2013 16:52:16 UTC",18.2924,-67.0548,1.5,9.00, 3,"Puerto Rico"
us,2013qfa4,A,"Wednesday, May 15, 2013 16:31:23 UTC",-18.5267,-71.4017,4.3,59.30,17,"off the coast of Tarapaca, Chile"
ak,10717568,3,"Wednesday, May 15, 2013 16:27:36 UTC",51.4322,-175.8497,2.3,22.60,14,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15343025,4,"Wednesday, May 15, 2013 16:25:25 UTC",33.9820,-116.7637,1.4,17.90,59,"Southern California"
ci,15343017,6,"Wednesday, May 15, 2013 16:20:05 UTC",33.9795,-116.7670,3.1,17.90,100,"Southern California"
us,2013qfa2,5,"Wednesday, May 15, 2013 16:09:03 UTC",26.8347,57.7571,4.5,10.00,42,"southern Iran"
ak,10717474,2,"Wednesday, May 15, 2013 15:56:07 UTC",61.1667,-151.6063,1.8,102.70,32,"Southern Alaska"
nn,00411882,1,"Wednesday, May 15, 2013 15:31:49 UTC",37.1674,-117.3741,2.0,11.90,16,"Nevada"
ak,10717469,2,"Wednesday, May 15, 2013 15:18:46 UTC",51.7607,-176.7281,1.9,69.90,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10717465,2,"Wednesday, May 15, 2013 15:16:55 UTC",58.6484,-152.5370,2.7,4.70,33,"Kodiak Island region, Alaska"
nn,00411878,1,"Wednesday, May 15, 2013 15:04:33 UTC",39.5196,-119.6364,1.5,4.00,23,"Nevada"
ci,15342977,3,"Wednesday, May 15, 2013 15:03:11 UTC",35.4867,-118.2957,1.4,4.70,23,"Central California"
nc,71991921,0,"Wednesday, May 15, 2013 14:52:22 UTC",37.5165,-118.7040,1.1,1.30, 6,"Central California"
nc,71991916,1,"Wednesday, May 15, 2013 14:44:52 UTC",38.8163,-122.8423,1.8,1.40,28,"Northern California"
nc,71991911,1,"Wednesday, May 15, 2013 14:44:33 UTC",38.8178,-122.8427,1.8,1.10,30,"Northern California"
ak,10719401,2,"Wednesday, May 15, 2013 14:43:52 UTC",55.2208,-161.0509,1.9,71.10, 7,"Alaska Peninsula"
ak,10719400,2,"Wednesday, May 15, 2013 14:42:27 UTC",56.6683,-154.4595,1.9,20.90, 5,"Kodiak Island region, Alaska"
nn,00412131,1,"Wednesday, May 15, 2013 14:35:35 UTC",38.4995,-118.1987,1.4,8.50, 5,"Nevada"
nn,00411875,1,"Wednesday, May 15, 2013 14:35:23 UTC",38.5042,-118.1969,1.2,8.10, 9,"Nevada"
us,2013qfaz,5,"Wednesday, May 15, 2013 14:24:00 UTC",-10.8804,113.8424,4.6,10.00,37,"south of Java, Indonesia"
ak,10717444,2,"Wednesday, May 15, 2013 14:17:47 UTC",61.2856,-147.6229,1.5,0.00,11,"Southern Alaska"
nc,71991906,2,"Wednesday, May 15, 2013 14:16:55 UTC",37.6028,-122.4587,1.5,8.00,44,"San Francisco Bay area, California"
mb,13736080,2,"Wednesday, May 15, 2013 13:53:11 UTC",43.6143,-108.3260,2.3,6.90,10,"Wyoming"
us,c000gx9n,7,"Wednesday, May 15, 2013 13:51:43 UTC",46.1478,151.1171,5.3,119.80,510,"Kuril Islands"
ak,10717428,2,"Wednesday, May 15, 2013 13:46:47 UTC",66.7714,-146.6958,2.1,20.30,15,"northern Alaska"
ak,10717419,2,"Wednesday, May 15, 2013 13:39:10 UTC",60.6562,-151.1973,2.4,68.20,52,"Kenai Peninsula, Alaska"
ak,10717426,3,"Wednesday, May 15, 2013 13:26:55 UTC",51.4900,-175.9969,2.7,23.60,19,"Andreanof Islands, Aleutian Islands, Alaska"
us,2013qfay,4,"Wednesday, May 15, 2013 13:20:28 UTC",13.0417,-88.7707,4.4,84.20,85,"offshore El Salvador"
ak,10717408,2,"Wednesday, May 15, 2013 13:04:59 UTC",63.7172,-147.9056,1.5,81.60,32,"Central Alaska"
ak,10717396,2,"Wednesday, May 15, 2013 12:41:48 UTC",60.3867,-152.4637,2.7,96.70,74,"Southern Alaska"
ak,10717395,2,"Wednesday, May 15, 2013 12:38:19 UTC",63.4952,-151.1726,1.1,5.70,15,"Central Alaska"
us,c000gx86,5,"Wednesday, May 15, 2013 12:29:12 UTC",32.5857,105.1947,4.7,16.50,54,"Sichuan-Gansu border region, China"
pr,13135003,0,"Wednesday, May 15, 2013 12:26:58 UTC",18.2213,-68.5569,2.9,101.00, 6,"Mona Passage, Dominican Republic"
ak,10717387,2,"Wednesday, May 15, 2013 12:06:24 UTC",60.5094,-152.0228,2.1,76.80,35,"Southern Alaska"
nc,71991876,2,"Wednesday, May 15, 2013 12:04:20 UTC",36.4757,-120.4757,2.1,10.50,36,"Central California"
ak,10717394,2,"Wednesday, May 15, 2013 12:04:01 UTC",55.5049,-159.5488,2.5,65.60,15,"Alaska Peninsula"
nc,71991871,3,"Wednesday, May 15, 2013 12:01:49 UTC",37.1800,-121.6817,1.1,4.90,23,"Northern California"
nc,71991861,0,"Wednesday, May 15, 2013 11:48:36 UTC",38.7902,-122.7305,1.0,2.50,12,"Northern California"
ak,10717384,2,"Wednesday, May 15, 2013 11:37:03 UTC",62.2568,-150.3002,1.3,55.90,22,"Central Alaska"
uu,60023687,2,"Wednesday, May 15, 2013 11:25:51 UTC",44.7265,-111.2457,1.0,15.30,11,"western Montana"
ak,10717381,2,"Wednesday, May 15, 2013 11:22:26 UTC",63.2836,-151.1686,1.0,5.60,13,"Central Alaska"
ak,10719388,2,"Wednesday, May 15, 2013 11:12:24 UTC",62.2768,-150.1314,1.1,2.90,15,"Central Alaska"
se,051513b,B,"Wednesday, May 15, 2013 11:01:48 UTC",37.9541,-78.0063,2.3,0.20, 6,"Virginia"
us,c000gx7e,5,"Wednesday, May 15, 2013 10:58:42 UTC",-4.5461,153.2124,5.0,67.80,42,"New Ireland region, Papua New Guinea"
us,c000gx7a,6,"Wednesday, May 15, 2013 10:54:28 UTC",31.4684,86.5691,5.1,26.00,82,"western Xizang"
us,c000gx77,5,"Wednesday, May 15, 2013 10:54:06 UTC",35.5487,-97.1600,2.6,4.30,21,"Oklahoma"
ak,10719387,2,"Wednesday, May 15, 2013 10:49:47 UTC",61.5384,-141.1614,1.0,13.80,10,"Southern Alaska"
ak,10719386,2,"Wednesday, May 15, 2013 10:32:22 UTC",61.4462,-151.1775,1.4,86.20,17,"Southern Alaska"
us,c000gx6u,7,"Wednesday, May 15, 2013 10:22:17 UTC",1.0593,97.4404,4.8,41.70,42,"Nias region, Indonesia"
nc,71991856,2,"Wednesday, May 15, 2013 10:14:56 UTC",35.2308,-120.7775,1.0,5.80,21,"Central California"
uw,60530212,2,"Wednesday, May 15, 2013 10:10:45 UTC",47.5182,-122.3223,2.2,38.20,139,"Seattle-Tacoma urban area, Washington"
ak,10719385,2,"Wednesday, May 15, 2013 10:09:49 UTC",58.4560,-156.3013,2.5,197.00,16,"Alaska Peninsula"
nc,71991851,7,"Wednesday, May 15, 2013 10:08:52 UTC",37.6073,-119.4352,1.2,7.00, 9,"Central California"
ak,10717364,2,"Wednesday, May 15, 2013 10:07:06 UTC",61.0537,-145.3767,2.0,14.90,40,"Southern Alaska"
nc,71991846,0,"Wednesday, May 15, 2013 09:58:52 UTC",38.7593,-122.7352,1.3,1.40,18,"Northern California"
nc,71991841,0,"Wednesday, May 15, 2013 09:52:00 UTC",38.7943,-122.8095,1.0,3.30,14,"Northern California"
us,c000gx6b,3,"Wednesday, May 15, 2013 09:48:35 UTC",1.0627,97.3973,4.6,34.20,32,"Nias region, Indonesia"
nm,051513a,B,"Wednesday, May 15, 2013 09:47:14 UTC",35.5176,-92.4347,2.4,0.10,14,"Arkansas"
uu,60023682,4,"Wednesday, May 15, 2013 09:43:45 UTC",39.4400,-111.2345,1.3,1.80,17,"Utah"
us,c000gx62,6,"Wednesday, May 15, 2013 09:35:04 UTC",36.8141,140.5897,4.6,8.30,36,"near the east coast of Honshu, Japan"
uu,60023677,4,"Wednesday, May 15, 2013 09:15:23 UTC",39.4973,-112.0290,2.3,7.50,30,"Utah"
nc,71991811,0,"Wednesday, May 15, 2013 09:15:11 UTC",37.6067,-122.4608,1.3,8.50,14,"San Francisco Bay area, California"
ci,15342889,3,"Wednesday, May 15, 2013 09:08:54 UTC",32.5920,-115.7410,1.6,10.90,18,"Baja California, Mexico"
nc,71991806,0,"Wednesday, May 15, 2013 09:06:24 UTC",38.8275,-122.7958,1.2,3.10,19,"Northern California"
nc,71991801,2,"Wednesday, May 15, 2013 09:02:34 UTC",37.6183,-119.0442,1.0,4.10,32,"Central California"
ak,10717357,2,"Wednesday, May 15, 2013 08:53:48 UTC",51.6328,-178.4417,2.4,11.10,16,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60023672,4,"Wednesday, May 15, 2013 08:51:22 UTC",39.4407,-111.2212,1.6,2.00,21,"Utah"
ak,10717347,2,"Wednesday, May 15, 2013 08:26:56 UTC",66.6348,-135.8213,3.6,18.90,19,"northern Yukon Territory, Canada"
nc,71991781,2,"Wednesday, May 15, 2013 08:09:21 UTC",36.2962,-120.8697,1.4,5.20,26,"Central California"
nc,71991776,0,"Wednesday, May 15, 2013 08:08:53 UTC",38.8107,-122.8205,1.0,2.70,17,"Northern California"
us,c000gx4w,5,"Wednesday, May 15, 2013 08:02:33 UTC",-27.1917,-178.0041,4.9,147.00,72,"Kermadec Islands region"
ak,10717339,2,"Wednesday, May 15, 2013 08:01:16 UTC",63.2228,-150.4221,1.2,108.20,19,"Central Alaska"
ak,10717338,3,"Wednesday, May 15, 2013 07:26:29 UTC",51.4568,-176.0915,2.0,22.60,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10717327,2,"Wednesday, May 15, 2013 07:19:17 UTC",59.7786,-153.3861,2.8,130.80,62,"Southern Alaska"
uu,60023667,4,"Wednesday, May 15, 2013 07:11:45 UTC",39.4412,-111.2362,1.3,1.90,13,"Utah"
us,c000gx46,4,"Wednesday, May 15, 2013 07:10:32 UTC",65.5713,-134.9439,4.3,8.90,39,"northern Yukon Territory, Canada"
nc,71991756,3,"Wednesday, May 15, 2013 07:02:48 UTC",39.1477,-122.7813,1.5,20.10, 8,"Northern California"
ak,10717311,2,"Wednesday, May 15, 2013 06:45:32 UTC",62.8584,-148.6996,3.1,61.20,76,"Central Alaska"
ak,10719374,2,"Wednesday, May 15, 2013 06:32:29 UTC",63.1219,-151.5864,1.1,17.30, 9,"Central Alaska"
pr,13135002,0,"Wednesday, May 15, 2013 06:29:13 UTC",18.2943,-67.5541,2.8,9.00,15,"Mona Passage, Puerto Rico"
uu,60023657,4,"Wednesday, May 15, 2013 06:22:25 UTC",39.4390,-111.2257,1.6,3.30,22,"Utah"
nc,71991751,1,"Wednesday, May 15, 2013 06:21:47 UTC",38.8192,-122.8012,1.6,3.60,34,"Northern California"
nc,71991746,1,"Wednesday, May 15, 2013 06:18:42 UTC",38.8203,-122.8020,1.2,3.60,27,"Northern California"
nc,71991741,1,"Wednesday, May 15, 2013 06:13:49 UTC",38.8198,-122.8048,1.8,3.70,36,"Northern California"
nc,71991736,5,"Wednesday, May 15, 2013 06:11:55 UTC",38.8192,-122.8038,3.0,4.00,95,"Northern California"
hv,60499786,1,"Wednesday, May 15, 2013 06:11:35 UTC",19.3285,-155.0827,2.0,7.20,32,"Island of Hawaii, Hawaii"
hv,60499781,1,"Wednesday, May 15, 2013 05:55:14 UTC",19.4238,-155.5033,2.4,49.90,26,"Island of Hawaii, Hawaii"
nc,71991731,0,"Wednesday, May 15, 2013 05:44:10 UTC",38.8183,-122.8220,1.2,2.70,17,"Northern California"
mb,13209929,2,"Wednesday, May 15, 2013 05:39:50 UTC",45.6153,-111.7513,1.0,6.20, 9,"western Montana"
hv,60499771,2,"Wednesday, May 15, 2013 05:35:08 UTC",19.3417,-155.0998,2.4,8.40,38,"Island of Hawaii, Hawaii"
us,c000gx33,7,"Wednesday, May 15, 2013 05:02:26 UTC",38.9101,88.1737,4.6,14.70,40,"southern Xinjiang, China"
ak,10717288,2,"Wednesday, May 15, 2013 04:58:38 UTC",62.0731,-145.2291,1.3,20.40,12,"Central Alaska"
ci,15342857,3,"Wednesday, May 15, 2013 04:50:56 UTC",32.9020,-115.9430,1.3,6.20,27,"Southern California"
ak,10717277,2,"Wednesday, May 15, 2013 04:50:39 UTC",60.0824,-152.5488,2.9,103.30,86,"Southern Alaska"
ak,10719370,2,"Wednesday, May 15, 2013 04:17:29 UTC",63.0397,-150.5810,1.2,106.30,17,"Central Alaska"
pr,13135001,0,"Wednesday, May 15, 2013 04:09:46 UTC",17.8645,-67.0645,2.5,10.00,11,"Puerto Rico region"
nc,71991706,2,"Wednesday, May 15, 2013 04:00:50 UTC",39.2222,-120.0865,1.2,7.30,17,"Northern California"
us,c000gx2d,7,"Wednesday, May 15, 2013 03:36:02 UTC",-4.5798,152.8242,5.7,69.10,89,"New Britain region, Papua New Guinea"
nc,71991691,1,"Wednesday, May 15, 2013 03:34:21 UTC",38.8255,-122.8033,1.2,3.10,23,"Northern California"
ci,15342825,4,"Wednesday, May 15, 2013 03:25:38 UTC",34.0510,-117.1702,1.8,8.40,76,"Greater Los Angeles area, California"
nc,71991676,0,"Wednesday, May 15, 2013 03:23:30 UTC",37.8885,-122.2615,1.0,9.40,12,"San Francisco Bay area, California"
hv,60499746,1,"Wednesday, May 15, 2013 03:21:40 UTC",19.4675,-155.2412,1.7,5.60,11,"Island of Hawaii, Hawaii"
nn,00411850,1,"Wednesday, May 15, 2013 03:14:51 UTC",38.2930,-119.0973,1.3,12.10,10,"Central California"
uu,60023647,2,"Wednesday, May 15, 2013 03:12:06 UTC",39.4203,-111.2190,1.3,6.70, 8,"Utah"
nc,71991661,2,"Wednesday, May 15, 2013 02:53:10 UTC",37.4800,-118.8460,1.0,7.70,17,"Central California"
ci,15342809,2,"Wednesday, May 15, 2013 02:08:37 UTC",33.7305,-118.3315,1.6,11.50, 4,"Greater Los Angeles area, California"
ak,10717238,2,"Wednesday, May 15, 2013 01:40:05 UTC",59.8545,-153.4904,2.1,128.40,37,"Southern Alaska"
us,c000gx1w,6,"Wednesday, May 15, 2013 01:21:43 UTC",-5.4879,151.6864,4.9,41.90,53,"New Britain region, Papua New Guinea"
ak,10717226,2,"Wednesday, May 15, 2013 01:20:34 UTC",62.9291,-151.2286,1.4,105.80,21,"Central Alaska"
nc,71991651,0,"Wednesday, May 15, 2013 01:19:22 UTC",37.3998,-121.7515,1.1,5.70, 8,"San Francisco Bay area, California"
ak,10717221,2,"Wednesday, May 15, 2013 01:16:35 UTC",65.1595,-149.3012,1.1,12.90,14,"northern Alaska"
ak,10717217,2,"Wednesday, May 15, 2013 01:10:05 UTC",65.1453,-149.3256,1.2,11.30,17,"northern Alaska"
ak,10719364,2,"Wednesday, May 15, 2013 01:02:03 UTC",63.0574,-150.7385,1.3,111.30,17,"Central Alaska"
ak,10717213,2,"Wednesday, May 15, 2013 01:00:59 UTC",65.1742,-149.3534,1.2,2.90,15,"northern Alaska"
ak,10717205,2,"Wednesday, May 15, 2013 00:57:13 UTC",65.1847,-149.3397,1.8,10.80,17,"northern Alaska"
ci,15342793,2,"Wednesday, May 15, 2013 00:54:42 UTC",36.2253,-118.3240,1.5,4.40,14,"Central California"
ak,10717201,2,"Wednesday, May 15, 2013 00:53:56 UTC",65.1569,-149.3318,1.5,15.60,16,"northern Alaska"
uw,60530152,1,"Wednesday, May 15, 2013 00:46:55 UTC",47.3818,-122.7133,1.4,22.00,24,"Puget Sound region, Washington"
us,c000gx1h,4,"Wednesday, May 15, 2013 00:44:16 UTC",39.9155,72.3330,4.3,25.00,31,"Kyrgyzstan"
ak,10719359,2,"Wednesday, May 15, 2013 00:25:33 UTC",62.3870,-151.7793,1.2,94.90,14,"Central Alaska"
pr,13135000,0,"Wednesday, May 15, 2013 00:24:23 UTC",18.7297,-64.7614,2.8,25.00, 4,"Virgin Islands region"
ak,10717110,3,"Tuesday, May 14, 2013 23:43:27 UTC",65.1672,-149.2891,2.1,17.70,24,"northern Alaska"
ci,15342737,3,"Tuesday, May 14, 2013 23:41:24 UTC",33.0293,-116.4310,1.1,9.80,27,"Southern California"
us,c000gx0q,Z,"Tuesday, May 14, 2013 23:39:16 UTC",-15.5902,-73.1774,5.4,109.80,117,"southern Peru"
us,c000gx0s,5,"Tuesday, May 14, 2013 23:32:36 UTC",-0.5564,130.3028,4.6,25.30,26,"Papua region, Indonesia"
ak,10717099,2,"Tuesday, May 14, 2013 23:22:11 UTC",63.7532,-146.6603,1.3,4.40,22,"Central Alaska"
nc,71991596,0,"Tuesday, May 14, 2013 23:22:08 UTC",38.7593,-122.7167,1.1,2.10,13,"Northern California"
ak,10718645,2,"Tuesday, May 14, 2013 23:12:54 UTC",59.9007,-152.2989,1.9,92.30,35,"Southern Alaska"
ak,10717092,2,"Tuesday, May 14, 2013 23:07:01 UTC",64.9963,-147.3963,1.1,0.00,10,"Central Alaska"
ak,10718643,2,"Tuesday, May 14, 2013 22:48:44 UTC",62.9467,-151.0853,1.3,115.20,18,"Central Alaska"
ak,10716964,2,"Tuesday, May 14, 2013 22:35:13 UTC",61.2150,-147.0365,1.3,10.00,10,"Southern Alaska"
ak,10716958,2,"Tuesday, May 14, 2013 22:33:21 UTC",61.6278,-146.6160,1.7,19.70,25,"Southern Alaska"
ak,10716957,2,"Tuesday, May 14, 2013 22:29:18 UTC",63.2955,-145.0032,1.2,6.70,15,"Central Alaska"
ak,10716953,3,"Tuesday, May 14, 2013 22:15:26 UTC",51.2370,-176.3359,1.7,14.10,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10718638,2,"Tuesday, May 14, 2013 21:54:59 UTC",60.0160,-152.6554,1.9,100.30,25,"Southern Alaska"
ci,15342689,2,"Tuesday, May 14, 2013 21:33:02 UTC",33.5225,-118.4768,2.1,10.00,10,"San Pedro Channel, California"
us,c000gwu9,8,"Tuesday, May 14, 2013 21:31:16 UTC",-18.6238,-173.4498,4.9,7.10,70,"Tonga"
nc,71991541,2,"Tuesday, May 14, 2013 21:10:58 UTC",37.3237,-122.1032,1.8,0.00,32,"San Francisco Bay area, California"
ak,10718637,2,"Tuesday, May 14, 2013 21:09:29 UTC",66.9332,-144.8833,1.6,17.10, 6,"northern Alaska"
nn,00411818,1,"Tuesday, May 14, 2013 21:05:24 UTC",39.2761,-119.5631,1.3,0.00, 5,"Nevada"
nc,71991531,2,"Tuesday, May 14, 2013 20:42:30 UTC",36.4072,-120.9852,1.2,4.80,20,"Central California"
ci,15342657,3,"Tuesday, May 14, 2013 20:29:54 UTC",34.3103,-116.4413,1.4,10.40,24,"Southern California"
ci,15342641,2,"Tuesday, May 14, 2013 20:16:46 UTC",36.1153,-117.8757,1.0,3.80, 7,"Central California"
us,c000gwrb,6,"Tuesday, May 14, 2013 20:00:02 UTC",33.1539,75.8373,4.7,10.90,48,"eastern Kashmir"
pr,13134004,0,"Tuesday, May 14, 2013 19:59:27 UTC",18.2695,-67.0619,2.5,24.00,12,"Puerto Rico"
us,c000gwr4,6,"Tuesday, May 14, 2013 19:58:25 UTC",33.1560,75.7796,4.2,50.60,33,"eastern Kashmir"
nc,71991516,2,"Tuesday, May 14, 2013 19:58:14 UTC",37.5535,-119.0020,1.0,4.10,19,"Central California"
ak,10716847,2,"Tuesday, May 14, 2013 19:46:26 UTC",63.0727,-150.6494,1.5,102.60,28,"Central Alaska"
ak,10716838,2,"Tuesday, May 14, 2013 19:39:49 UTC",63.5295,-147.8324,1.2,4.60,24,"Central Alaska"
ci,15342617,3,"Tuesday, May 14, 2013 19:28:43 UTC",33.8618,-117.5033,1.6,0.00,25,"Greater Los Angeles area, California"
nc,71991506,2,"Tuesday, May 14, 2013 19:23:42 UTC",39.8625,-123.6513,2.1,4.20,34,"Northern California"
us,c000gwpr,C,"Tuesday, May 14, 2013 19:18:18 UTC",0.7748,92.4373,5.7,32.50,263,"off the west coast of northern Sumatra"
nn,00411807,1,"Tuesday, May 14, 2013 19:18:11 UTC",38.4719,-118.2306,1.9,10.60,17,"Nevada"
ak,10716812,2,"Tuesday, May 14, 2013 19:11:00 UTC",63.5275,-147.8670,2.2,0.80,43,"Central Alaska"
uu,60023622,2,"Tuesday, May 14, 2013 19:06:33 UTC",41.1230,-112.9335,1.3,9.20, 8,"Utah"
ak,10716806,2,"Tuesday, May 14, 2013 19:01:44 UTC",63.3012,-150.2517,1.6,102.30,34,"Central Alaska"
ak,10716801,2,"Tuesday, May 14, 2013 18:54:36 UTC",61.2420,-147.0163,1.5,4.40,16,"Southern Alaska"
ak,10716796,2,"Tuesday, May 14, 2013 18:54:15 UTC",64.4222,-147.0273,1.0,4.40,17,"Central Alaska"
ci,15342601,3,"Tuesday, May 14, 2013 18:48:52 UTC",34.3145,-118.5280,1.2,7.30, 7,"Greater Los Angeles area, California"
ci,15342585,2,"Tuesday, May 14, 2013 18:22:19 UTC",36.9277,-118.2283,1.3,13.00, 8,"Central California"
ci,15342561,5,"Tuesday, May 14, 2013 17:31:25 UTC",33.0483,-116.4340,1.1,8.10,23,"Southern California"
ak,10716272,2,"Tuesday, May 14, 2013 17:21:31 UTC",63.4445,-151.3646,1.5,3.30,20,"Central Alaska"
uu,60023612,2,"Tuesday, May 14, 2013 17:03:32 UTC",41.1330,-112.9255,1.2,9.10, 7,"Utah"
ci,15342537,3,"Tuesday, May 14, 2013 17:00:27 UTC",33.6647,-117.2240,1.3,0.00,11,"Southern California"
ak,10715028,3,"Tuesday, May 14, 2013 16:38:53 UTC",60.3569,-141.2998,1.5,10.70,18,"Southern Alaska"
ak,10715009,2,"Tuesday, May 14, 2013 16:18:36 UTC",61.7313,-150.0133,1.1,45.90,17,"Southern Alaska"
nc,71991401,3,"Tuesday, May 14, 2013 16:10:17 UTC",38.0550,-118.8290,1.2,11.30,10,"Central California"
nc,71071694,2,"Tuesday, May 14, 2013 16:09:46 UTC",37.6105,-122.4558,1.0,10.80, 6,"San Francisco Bay area, California"
pr,13134003,0,"Tuesday, May 14, 2013 15:55:35 UTC",18.7830,-64.6495,2.7,49.00, 5,"Virgin Islands region"
ci,15342521,1,"Tuesday, May 14, 2013 15:52:20 UTC",32.2540,-115.3117,1.8,9.00, 7,"Baja California, Mexico"
hv,60499566,2,"Tuesday, May 14, 2013 15:33:35 UTC",19.4063,-155.2823,1.9,1.60,15,"Island of Hawaii, Hawaii"
us,2013qeat,5,"Tuesday, May 14, 2013 15:04:46 UTC",36.2837,69.7591,4.0,140.40,15,"Hindu Kush region, Afghanistan"
ak,10718623,2,"Tuesday, May 14, 2013 15:01:39 UTC",62.8323,-150.5888,1.2,82.80,16,"Central Alaska"
ak,10714990,2,"Tuesday, May 14, 2013 14:57:00 UTC",62.1000,-145.3278,1.1,20.70, 7,"Central Alaska"
nc,71991371,3,"Tuesday, May 14, 2013 14:37:30 UTC",38.7633,-122.4210,1.2,9.40, 9,"Northern California"
nc,71991356,1,"Tuesday, May 14, 2013 13:58:47 UTC",38.8163,-122.8190,1.5,2.50,31,"Northern California"
ak,10714980,2,"Tuesday, May 14, 2013 13:55:38 UTC",51.8423,-173.2705,2.0,25.80,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10714978,2,"Tuesday, May 14, 2013 13:51:12 UTC",52.9251,-168.2856,2.4,41.50,15,"Fox Islands, Aleutian Islands, Alaska"
uu,60023592,2,"Tuesday, May 14, 2013 13:50:25 UTC",44.6205,-111.1467,1.1,7.40,11,"western Montana"
ak,10718619,2,"Tuesday, May 14, 2013 13:40:34 UTC",57.9483,-154.6684,1.5,62.70,10,"Kodiak Island region, Alaska"
pr,13134002,0,"Tuesday, May 14, 2013 13:40:30 UTC",18.9726,-64.1009,3.1,58.00, 4,"Virgin Islands region"
hv,60499546,4,"Tuesday, May 14, 2013 13:31:38 UTC",19.4053,-155.2802,1.6,1.30,31,"Island of Hawaii, Hawaii"
us,2013qeas,4,"Tuesday, May 14, 2013 13:16:35 UTC",-1.1420,-77.4771,4.3,171.00,44,"Ecuador"
ak,10714972,3,"Tuesday, May 14, 2013 13:16:11 UTC",61.1615,-146.9899,1.4,0.00, 9,"Southern Alaska"
se,051413b,A,"Tuesday, May 14, 2013 13:11:50 UTC",35.6813,-84.3547,1.6,16.80,10,"eastern Tennessee"
ak,10714970,2,"Tuesday, May 14, 2013 13:01:41 UTC",60.2798,-152.2026,2.0,86.70,38,"Southern Alaska"
ak,10718616,3,"Tuesday, May 14, 2013 12:50:39 UTC",58.1825,-138.0539,2.2,1.00,12,"Southeastern Alaska"
nc,71991341,3,"Tuesday, May 14, 2013 12:46:43 UTC",36.0897,-120.0598,1.7,12.10,48,"Central California"
ak,10714969,3,"Tuesday, May 14, 2013 12:45:50 UTC",61.1556,-147.0456,1.2,0.00, 8,"Southern Alaska"
nc,71991336,1,"Tuesday, May 14, 2013 12:27:48 UTC",38.8157,-122.8113,1.3,3.40,24,"Northern California"
ak,10714955,3,"Tuesday, May 14, 2013 12:23:55 UTC",62.1203,-150.2150,3.3,53.00,86,"Central Alaska"
ak,10714958,2,"Tuesday, May 14, 2013 12:23:26 UTC",59.8289,-151.0552,1.7,41.00,11,"Kenai Peninsula, Alaska"
ak,10714954,3,"Tuesday, May 14, 2013 12:17:18 UTC",51.9914,-171.7100,2.7,13.60,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10714953,2,"Tuesday, May 14, 2013 12:12:53 UTC",61.3248,-148.1913,1.0,19.20,10,"Southern Alaska"
ak,10714952,2,"Tuesday, May 14, 2013 12:09:45 UTC",54.9703,-161.9895,2.4,93.80, 6,"Alaska Peninsula"
us,c000gwbm,5,"Tuesday, May 14, 2013 12:09:36 UTC",-8.2364,122.0994,4.6,204.10,50,"Flores region, Indonesia"
ak,10714951,2,"Tuesday, May 14, 2013 11:58:46 UTC",51.5889,-175.0993,1.5,17.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
se,051413c,A,"Tuesday, May 14, 2013 11:54:54 UTC",35.5798,-85.0192,1.7,16.40, 7,"eastern Tennessee"
ci,15342473,3,"Tuesday, May 14, 2013 11:29:18 UTC",33.4065,-116.4392,1.0,15.60,34,"Southern California"
ak,10714943,2,"Tuesday, May 14, 2013 11:05:27 UTC",63.3250,-145.2192,1.3,9.60, 9,"Central Alaska"
ak,10714945,2,"Tuesday, May 14, 2013 11:05:25 UTC",63.4608,-151.3311,1.2,6.60,17,"Central Alaska"
ak,10714941,2,"Tuesday, May 14, 2013 10:45:48 UTC",63.9248,-148.8725,1.4,0.00,17,"Central Alaska"
ak,10718604,2,"Tuesday, May 14, 2013 10:38:33 UTC",63.3784,-154.8250,1.4,21.40, 6,"Central Alaska"
nc,71991321,1,"Tuesday, May 14, 2013 10:19:23 UTC",38.8353,-122.7857,1.7,2.10,28,"Northern California"
us,c000gwax,6,"Tuesday, May 14, 2013 10:19:06 UTC",56.2000,162.6962,5.0,10.00,130,"near the east coast of the Kamchatka Peninsula, Russia"
ak,10718603,2,"Tuesday, May 14, 2013 10:07:42 UTC",68.1482,-136.5664,2.4,23.30,10,"northern Yukon Territory, Canada"
mb,13568126,2,"Tuesday, May 14, 2013 09:49:47 UTC",45.6150,-111.7450,1.0,6.40,12,"western Montana"
mb,13041975,2,"Tuesday, May 14, 2013 09:40:51 UTC",45.6133,-111.7480,1.0,5.80,10,"western Montana"
uu,60023582,2,"Tuesday, May 14, 2013 09:40:48 UTC",39.6268,-111.1657,1.1,1.70, 6,"Utah"
